Latitude,Longitude,YEAR,Rain,Rain_1,Rain_2,Rain_3,Rain_4,Rain_5,Humidity,Humidity_1,Humidity_2,Humidity_3,Humidity_4,Humidity_5,Sunlight,Sunlight_1,Sunlight_2,Sunlight_3,Sunlight_4,Sunlight_5,Temperature,Temperature_1,Temperature_2,Temperature_3,Temperature_4,Temperature_5,AESR_0,AESR_1,AESR_2,AESR_3,AESR,Crop_Yield_3,Crop_Yield_2,Crop_Yield_1,Crop_Yield
29.44800635,77.74068502568672,1994,0.0288530066609382,0.0034564696,0.011130957,0.012121433,0.002141878,2.2687018e-06,346.52215576171875,48.840706,83.33052,85.14707,72.94101,56.262848,76463673.0,19083776.0,12589966.0,12129436.0,16624682.0,16035813.0,1516.9895324707031,308.4713,303.2488,302.5544,302.06033,300.65466,0,0,0,1,9.1,0.8823529411764705,0.8421052631578947,1.1052631578947367,1.3333333333333333
29.44800635,77.74068502568672,1995,0.0268822535872459,0.0029204339,0.008006537,0.011314547,0.004585203,5.5532902e-05,353.2537956237793,45.858486,79.36206,87.287834,80.720764,60.02465,75748497.0,20123016.0,14126984.0,10791530.0,15250880.0,15456087.0,1518.502471923828,309.439,303.52432,301.75543,302.57578,301.20795,0,0,0,1,9.1,0.8421052631578947,1.1052631578947367,1.3333333333333333,1.2222222222222223
29.44800635,77.74068502568672,1996,0.0370272658765316,0.0064335614,0.0069389995,0.018588992,0.004507009,0.00055870414,387.8685760498047,65.87401,83.02239,88.04391,84.09154,66.83673,70106328.0,16867814.0,14429038.0,10256502.0,13355258.0,15197716.0,1511.2760620117188,305.10626,303.2706,301.54178,301.56894,299.78848,0,0,0,1,9.1,1.1052631578947367,1.3333333333333333,1.2222222222222223,1.0833333333333335
29.44800635,77.74068502568672,1997,0.030304716899991,0.003451936,0.0161366,0.008120999,0.0016035736,0.000991609,378.999885559082,60.900757,83.360214,82.3814,80.927414,71.4301,74825746.0,19358740.0,12813459.0,13866921.0,14680975.0,14105651.0,1511.377960205078,305.53668,303.3734,302.73337,302.1578,297.5767,0,0,0,1,9.1,1.3333333333333333,1.2222222222222223,1.0833333333333335,1.0833333333333335
29.44800635,77.74068502568672,1998,0.0309982821345329,0.004867386,0.008506309,0.008572038,0.0039063767,0.005146172,381.05897521972656,56.71946,83.81064,84.71892,79.732056,76.0779,73560304.0,18359796.0,13098581.0,13361015.0,14848256.0,13892656.0,1516.7901306152344,307.13733,303.4887,302.80145,303.15042,300.21222,0,0,0,1,9.1,1.2222222222222223,1.0833333333333335,1.0833333333333335,
29.44800635,77.74068502568672,1999,0.0302797872573137,0.003825914,0.01049066,0.007103324,0.0076314267,0.0012284629,379.5950965881348,55.728275,81.08952,83.079315,86.82008,72.8779,74951035.0,18961870.0,13934984.0,14006773.0,13004782.0,15042626.0,1514.6050415039062,306.4772,303.6454,302.99463,301.4808,300.00702,0,0,0,1,9.1,1.0833333333333335,1.0833333333333335,,1.0
29.44800635,77.74068502568672,2000,0.0265569984912872,0.008602636,0.008789625,0.0074648354,0.0016999021,0.0,385.5855102539063,75.29213,84.628586,83.37754,78.15432,64.132935,75379056.0,16933846.0,12210706.0,14321016.0,16033442.0,15880046.0,1513.4749755859375,303.99927,302.574,302.88693,302.408,301.60678,0,0,0,1,9.1,1.0833333333333335,,1.0,1.25
29.44800635,77.74068502568672,2001,0.0214425697922706,0.006942399,0.008734096,0.004880987,0.00059156865,0.00029351935,372.6790618896485,73.84681,83.88365,81.52262,68.42189,65.00409,79298980.0,16856640.0,13899429.0,15657569.0,17442800.0,15442542.0,1516.1198120117188,304.10696,303.28796,303.52255,303.66632,301.536,0,0,0,1,9.1,,1.0,1.25,1.25
29.44800635,77.74068502568672,2002,0.032304935157299,0.001457382,0.0031606853,0.012370752,0.015198255,0.000117860734,356.7879180908203,59.061928,61.33757,83.26246,83.360214,69.76575,79717518.0,19564962.0,18093636.0,12800929.0,13617015.0,15640976.0,1518.205596923828,306.91388,307.40393,302.96036,300.62885,300.29858,0,0,0,1,9.1,1.0,1.25,1.25,1.0
29.44800635,77.74068502568672,2003,0.0293244421482086,0.0026223846,0.012830859,0.0062681045,0.007603094,0.0,376.4445762634277,55.460987,83.80693,85.86602,85.92294,65.387695,73803437.0,20080688.0,12188696.0,13154792.0,12283511.0,16095750.0,1514.2320861816406,307.49875,302.61984,302.6292,301.24667,300.2376,0,0,0,1,9.1,1.25,1.25,1.0,0.75
